origin_id,destine_id,weight
001-001,001-001,21235
001-001,001-002,16
001-001,001-003,21
001-001,001-005,190
001-001,001-006,29
001-001,001-007,30
001-001,001-008,2
001-001,001-009,6
001-001,001-010,23
001-001,001-011,180
001-001,001-999,14
001-001,002-004,2
001-001,003-008,2
001-001,004-003,1
001-001,005-002,1
001-001,005-030,5
001-001,005-035,1
001-001,005-999,1
001-001,006-002,2
001-001,008-019,5
001-001,008-037,1
001-001,009-004,1
001-001,009-005,3
001-001,009-006,1
001-001,009-007,2
001-001,009-010,1
001-001,009-012,1
001-001,009-015,1
001-001,009-016,2
001-001,009-999,31
001-001,010-005,4
001-001,010-038,1
001-001,011-001,1
001-001,011-007,4
001-001,011-011,1
001-001,011-015,5
001-001,011-017,7
001-001,011-020,23
001-001,011-022,1
001-001,011-027,1
001-001,011-033,1
001-001,011-037,1
001-001,011-999,1
001-001,012-001,1
001-001,012-035,1
001-001,013-048,1
001-001,014-035,7
001-001,014-039,31
001-001,014-053,14
001-001,014-064,3
001-001,014-067,3
001-001,014-073,5
001-001,014-091,4
001-001,014-101,1
001-001,014-116,33
001-001,014-120,3
001-001,014-999,21
001-001,015-033,2
001-001,015-057,1
001-001,015-101,1
001-001,015-104,1
001-001,015-999,10
001-001,016-053,1
001-001,017-007,1
001-001,018-017,2
001-001,019-039,7
001-001,019-048,1
001-001,021-114,1
001-001,022-005,1
001-001,022-011,1
001-001,022-014,10
001-001,022-016,1
001-001,022-999,1
001-001,023-008,1
001-001,024-025,1
001-001,024-028,7
001-001,024-035,1
001-001,024-040,1
001-001,024-046,1
001-001,024-049,1
001-001,025-006,2
001-001,025-017,1
001-001,026-035,1
001-001,028-022,2
001-001,028-027,2
001-001,028-038,1
001-001,028-999,1
001-001,029-033,1
001-001,030-087,1
001-001,030-118,1
001-001,031-050,1
001-001,032-010,5
001-001,032-017,4
001-001,032-024,7
001-001,032-025,1
001-001,032-026,5
001-001,032-034,2
001-001,032-036,1
001-001,032-038,1
001-001,032-039,1
001-001,032-045,2
001-001,032-051,1
001-001,032-052,1
001-001,032-056,20
001-001,032-999,3
001-001,999-999,130
001-002,001-001,891
001-002,001-002,2749
001-002,001-003,3
001-002,001-004,1
001-002,001-005,19
001-002,001-006,49
001-002,001-007,15
001-002,001-008,1
001-002,001-009,21
001-002,001-010,16
001-002,001-011,96
001-002,001-999,11
001-002,008-019,1
001-002,008-030,1
001-002,008-051,1
001-002,010-005,1
001-002,010-007,1
001-002,011-017,1
001-002,011-020,1
001-002,012-999,1
001-002,014-039,2
001-002,014-116,1
001-002,014-999,3
001-002,015-999,1
001-002,016-999,1
001-002,019-039,2
001-002,021-114,2
001-002,023-005,1
001-002,024-025,3
001-002,026-017,2
001-002,026-019,2
001-002,026-036,1
001-002,026-999,12
001-002,030-031,1
001-002,030-193,1
001-002,032-007,2
001-002,032-010,14
001-002,032-017,2
001-002,032-019,1
001-002,032-024,64
001-002,032-026,2
001-002,032-036,2
001-002,032-038,1
001-002,032-042,1
001-002,032-051,3
001-002,032-052,27
001-002,032-056,41
001-002,032-999,3
001-002,999-999,43
001-003,001-001,56
001-003,001-003,4575
001-003,001-005,13
001-003,001-011,1
001-003,001-999,4
001-003,005-035,1
001-003,009-999,3
001-003,011-007,1
001-003,014-039,2
001-003,014-999,1
001-003,015-999,1
001-003,017-007,1
001-003,018-999,1
001-003,024-028,1
001-003,027-999,2
001-003,028-022,1
001-003,028-028,1
001-003,032-015,1
001-003,032-018,1
001-003,032-019,7
001-003,032-025,1
001-003,032-033,1
001-003,032-034,1
001-003,032-044,1
001-003,032-056,9
001-003,999-999,30
001-004,001-001,335
001-004,001-003,1
001-004,001-004,1494
001-004,001-005,66
001-004,001-006,14
001-004,001-007,141
001-004,001-008,2
001-004,001-009,13
001-004,001-011,304
001-004,001-999,4
001-004,006-002,1
001-004,008-037,1
001-004,011-015,4
001-004,019-039,1
001-004,022-014,1
001-004,032-005,1
001-004,032-008,4
001-004,032-010,16
001-004,032-012,1
001-004,032-017,43
001-004,032-019,1
001-004,032-024,2
001-004,032-025,28
001-004,032-026,1
001-004,032-034,1
001-004,032-036,58
001-004,032-038,1
001-004,032-056,11
001-004,032-999,4
001-004,999-999,31
001-005,001-001,2409
001-005,001-002,6
001-005,001-003,37
001-005,001-004,4
001-005,001-005,3923
001-005,001-006,20
001-005,001-007,21
001-005,001-008,9
001-005,001-009,5
001-005,001-010,4
001-005,001-011,275
001-005,001-999,5
001-005,002-004,1
001-005,005-035,1
001-005,007-065,1
001-005,008-017,1
001-005,008-019,1
001-005,009-013,1
001-005,009-014,1
001-005,009-999,14
001-005,010-005,1
001-005,011-015,2
001-005,011-020,3
001-005,014-008,2
001-005,014-035,2
001-005,014-039,6
001-005,014-053,2
001-005,014-064,1
001-005,014-116,1
001-005,014-120,2
001-005,014-999,2
001-005,015-051,1
001-005,015-106,1
001-005,015-999,8
001-005,016-053,1
001-005,016-999,1
001-005,017-007,1
001-005,019-039,4
001-005,022-014,1
001-005,024-015,1
001-005,024-028,5
001-005,025-017,1
001-005,028-018,1
001-005,029-006,1
001-005,030-999,1
001-005,031-050,1
001-005,032-002,1
001-005,032-005,1
001-005,032-010,1
001-005,032-019,2
001-005,032-024,4
001-005,032-025,5
001-005,032-036,2
001-005,032-038,1
001-005,032-045,2
001-005,032-055,1
001-005,032-056,7
001-005,032-999,2
001-005,999-999,46
001-006,001-001,736
001-006,001-002,34
001-006,001-003,4
001-006,001-004,8
001-006,001-005,215
001-006,001-006,2826
001-006,001-007,170
001-006,001-008,12
001-006,001-009,73
001-006,001-010,2
001-006,001-011,848
001-006,001-999,6
001-006,009-999,2
001-006,010-016,1
001-006,011-007,1
001-006,011-015,2
001-006,011-020,2
001-006,012-035,1
001-006,014-008,1
001-006,014-035,1
001-006,014-039,6
001-006,014-053,9
001-006,014-073,1
001-006,014-120,1
001-006,014-999,3
001-006,015-999,3
001-006,018-017,1
001-006,019-039,2
001-006,021-114,2
001-006,022-014,1
001-006,024-025,1
001-006,032-010,2
001-006,032-017,2
001-006,032-024,3
001-006,032-025,1
001-006,032-026,1
001-006,032-034,1
001-006,032-036,3
001-006,032-039,1
001-006,032-046,1
001-006,032-056,11
001-006,032-999,1
001-006,999-999,28
001-007,001-001,635
001-007,001-002,19
001-007,001-003,9
001-007,001-004,69
001-007,001-005,124
001-007,001-006,97
001-007,001-007,3385
001-007,001-008,11
001-007,001-009,63
001-007,001-010,2
001-007,001-011,414
001-007,001-999,6
001-007,005-035,1
001-007,007-999,1
001-007,008-037,1
001-007,011-015,3
001-007,011-023,1
001-007,011-999,1
001-007,014-035,2
001-007,014-039,1
001-007,014-046,2
001-007,014-053,2
001-007,015-999,1
001-007,019-039,1
001-007,022-014,1
001-007,024-028,2
001-007,025-018,1
001-007,028-999,1
001-007,030-999,1
001-007,032-005,2
001-007,032-008,1
001-007,032-010,1
001-007,032-012,2
001-007,032-016,1
001-007,032-017,17
001-007,032-020,1
001-007,032-024,8
001-007,032-025,20
001-007,032-036,8
001-007,032-040,1
001-007,032-051,1
001-007,032-052,1
001-007,032-056,25
001-007,032-999,1
001-007,999-999,43
001-008,001-001,288
001-008,001-002,2
001-008,001-003,2
001-008,001-004,2
001-008,001-005,28
001-008,001-006,50
001-008,001-007,23
001-008,001-008,1406
001-008,001-009,1
001-008,001-010,2
001-008,001-011,78
001-008,001-999,2
001-008,011-015,1
001-008,011-017,1
001-008,014-039,2
001-008,024-028,2
001-008,032-024,2
001-008,032-056,1
001-008,999-999,29
001-009,001-001,405
001-009,001-002,27
001-009,001-003,6
001-009,001-004,4
001-009,001-005,48
001-009,001-006,120
001-009,001-007,231
001-009,001-008,6
001-009,001-009,1799
001-009,001-010,1
001-009,001-011,318
001-009,001-999,2
001-009,010-026,1
001-009,014-039,1
001-009,014-064,1
001-009,014-120,1
001-009,014-999,2
001-009,016-999,2
001-009,019-039,1
001-009,032-010,2
001-009,032-017,1
001-009,032-024,8
001-009,032-025,2
001-009,032-036,3
001-009,032-052,1
001-009,032-056,12
001-009,032-999,1
001-009,999-999,17
001-010,001-001,937
001-010,001-002,33
001-010,001-003,7
001-010,001-004,1
001-010,001-005,10
001-010,001-006,2
001-010,001-007,2
001-010,001-009,1
001-010,001-010,1782
001-010,001-011,20
001-010,001-999,2
001-010,002-004,1
001-010,011-015,1
001-010,011-022,3
001-010,014-023,1
001-010,014-035,1
001-010,014-039,7
001-010,014-053,36
001-010,014-064,3
001-010,014-999,14
001-010,015-999,1
001-010,016-999,3
001-010,019-006,1
001-010,024-028,6
001-010,024-999,2
001-010,028-027,1
001-010,032-017,4
001-010,032-024,1
001-010,032-038,1
001-010,032-052,5
001-010,032-056,2
001-010,032-999,4
001-010,999-999,25
001-011,001-001,1447
001-011,001-002,18
001-011,001-003,6
001-011,001-004,1
001-011,001-005,286
001-011,001-006,118
001-011,001-007,30
001-011,001-008,8
001-011,001-009,10
001-011,001-010,4
001-011,001-011,3310
001-011,001-999,10
001-011,002-999,1
001-011,005-025,1
001-011,005-030,1
001-011,006-002,2
001-011,008-019,1
001-011,009-003,1
001-011,009-014,1
001-011,009-015,1
001-011,009-999,2
001-011,010-005,1
001-011,011-011,1
001-011,011-020,3
001-011,011-037,3
001-011,014-035,4
001-011,014-039,2
001-011,014-053,1
001-011,014-073,1
001-011,014-085,1
001-011,014-091,1
001-011,014-116,1
001-011,014-999,3
001-011,015-104,1
001-011,015-106,1
001-011,015-999,3
001-011,016-999,1
001-011,019-039,2
001-011,022-014,2
001-011,024-028,2
001-011,024-999,1
001-011,030-175,1
001-011,032-007,1
001-011,032-017,1
001-011,032-024,3
001-011,032-025,1
001-011,032-035,2
001-011,032-036,1
001-011,032-056,9
001-011,032-999,1
001-011,999-999,33
002-001,002-001,11157
002-001,002-002,8
002-001,002-003,10
002-001,002-004,24
002-001,002-005,6
002-001,002-999,1
002-001,003-002,5
002-001,003-008,2
002-001,003-999,2
002-001,004-002,1
002-001,007-999,1
002-001,009-999,2
002-001,012-001,1
002-001,015-999,1
002-001,020-079,1
002-001,025-006,1
002-001,025-012,2
002-001,025-017,3
002-001,026-002,1
002-001,026-018,1
002-001,026-029,1
002-001,026-030,1
002-001,026-999,3
002-001,028-999,2
002-001,031-050,1
002-001,999-999,83
002-002,002-001,5
002-002,002-002,18854
002-002,002-003,6
002-002,002-004,16
002-002,002-999,4
002-002,003-002,1
002-002,003-008,1
002-002,003-999,2
002-002,005-035,1
002-002,009-999,8
002-002,011-015,1
002-002,011-020,1
002-002,015-104,1
002-002,015-106,1
002-002,019-018,1
002-002,019-039,1
002-002,022-014,1
002-002,025-006,1
002-002,025-017,1
002-002,026-017,2
002-002,026-019,1
002-002,026-055,40
002-002,026-070,1
002-002,026-999,13
002-002,999-999,120
002-003,002-001,9
002-003,002-002,10
002-003,002-003,6323
002-003,002-004,162
002-003,002-005,6
002-003,010-026,1
002-003,014-120,1
002-003,025-006,1
002-003,026-017,2
002-003,026-030,1
002-003,030-118,1
002-003,999-999,34
002-004,002-001,33
002-004,002-002,18
002-004,002-003,62
002-004,002-004,35161
002-004,002-005,119
002-004,002-999,7
002-004,003-003,1
002-004,003-008,3
002-004,003-999,2
002-004,004-002,1
002-004,005-035,1
002-004,006-999,1
002-004,007-999,2
002-004,008-019,2
002-004,008-037,1
002-004,009-016,1
002-004,009-999,11
002-004,010-999,1
002-004,011-027,1
002-004,011-999,1
002-004,012-021,1
002-004,012-999,2
002-004,013-001,1
002-004,013-999,1
002-004,014-039,8
002-004,014-067,1
002-004,014-120,1
002-004,014-999,1
002-004,015-057,2
002-004,015-104,1
002-004,015-106,1
002-004,015-999,3
002-004,016-089,1
002-004,016-102,1
002-004,016-999,4
002-004,018-012,1
002-004,018-018,2
002-004,018-999,1
002-004,019-019,1
002-004,024-028,1
002-004,025-006,1
002-004,025-010,1
002-004,025-012,3
002-004,025-017,1
002-004,025-999,1
002-004,026-018,1
002-004,026-030,1
002-004,026-041,1
002-004,026-999,4
002-004,030-087,1
002-004,030-999,1
002-004,032-057,1
002-004,999-999,262
002-005,002-001,24
002-005,002-002,4
002-005,002-003,7
002-005,002-004,698
002-005,002-005,4530
002-005,002-999,5
002-005,003-003,3
002-005,003-999,1
002-005,007-999,1
002-005,011-017,1
002-005,012-999,1
002-005,013-076,1
002-005,014-006,1
002-005,014-039,1
002-005,014-049,1
002-005,014-067,2
002-005,016-053,1
002-005,018-004,1
002-005,022-014,1
002-005,025-011,1
002-005,026-017,1
002-005,026-999,1
002-005,999-999,69
003-001,002-001,2
003-001,002-004,1
003-001,003-001,4716
003-001,003-002,4
003-001,003-003,20
003-001,003-008,5
003-001,003-009,11
003-001,004-002,1
003-001,009-013,1
003-001,014-039,1
003-001,015-999,1
003-001,018-999,1
003-001,025-006,1
003-001,026-055,1
003-001,999-999,34
003-002,002-001,11
003-002,002-999,2
003-002,003-002,4359
003-002,003-003,3
003-002,003-008,1
003-002,003-999,4
003-002,014-039,1
003-002,025-999,1
003-002,026-030,1
003-002,999-999,106
003-003,002-001,2
003-003,002-004,4
003-003,003-001,9
003-003,003-002,14
003-003,003-003,9479
003-003,003-008,59
003-003,003-009,3
003-003,003-999,1
003-003,009-016,1
003-003,009-999,3
003-003,010-999,1
003-003,011-015,1
003-003,014-039,3
003-003,019-039,1
003-003,021-114,3
003-003,022-014,1
003-003,025-006,2
003-003,025-011,1
003-003,025-012,1
003-003,025-017,1
003-003,999-999,52
003-008,001-001,1
003-008,003-002,2
003-008,003-003,28
003-008,003-008,12284
003-008,003-999,2
003-008,005-999,1
003-008,006-002,1
003-008,008-019,1
003-008,009-015,1
003-008,009-016,1
003-008,009-999,15
003-008,011-015,1
003-008,012-999,1
003-008,013-076,1
003-008,013-999,1
003-008,014-039,5
003-008,014-067,2
003-008,014-999,1
003-008,015-106,2
003-008,015-120,2
003-008,015-999,4
003-008,018-999,1
003-008,019-039,3
003-008,019-999,1
003-008,023-005,2
003-008,025-001,7
003-008,025-006,2
003-008,025-012,1
003-008,025-017,2
003-008,999-999,146
003-009,002-004,1
003-009,002-999,1
003-009,003-001,9
003-009,003-002,8
003-009,003-003,6
003-009,003-008,2
003-009,003-009,3213
003-009,009-015,1
003-009,009-999,4
003-009,011-017,1
003-009,014-999,1
003-009,019-039,1
003-009,022-014,1
003-009,030-193,1
003-009,999-999,48
004-001,004-001,3806
004-001,004-002,292
004-001,004-003,86
004-001,004-004,51
004-001,004-005,45
004-001,004-006,30
004-001,004-007,1
004-001,004-008,14
004-001,004-009,53
004-001,004-010,40
004-001,004-011,39
004-001,004-999,6
004-001,014-039,1
004-001,015-013,1
004-001,015-014,1
004-001,018-012,1
004-001,023-002,2
004-001,023-004,5
004-001,023-005,26
004-001,023-006,1
004-001,023-008,3
004-001,027-001,1
004-001,027-002,1
004-001,027-003,2
004-001,027-004,1
004-001,027-012,1
004-001,027-016,1
004-001,027-999,4
004-001,031-003,1
004-001,031-015,1
004-001,031-023,1
004-001,031-033,40
004-001,031-038,3
004-001,031-048,8
004-001,031-050,214
004-001,031-053,2
004-001,031-055,1
004-001,031-058,1
004-001,031-059,4
004-001,031-066,2
004-001,031-079,1
004-001,031-089,1
004-001,031-096,3
004-001,031-098,1
004-001,031-101,4
004-001,031-102,3
004-001,031-104,1
004-001,031-999,50
004-001,999-999,24
004-002,004-001,9
004-002,004-002,8114
004-002,004-003,67
004-002,004-004,60
004-002,004-005,15
004-002,004-006,8
004-002,004-007,2
004-002,004-008,10
004-002,004-009,22
004-002,004-010,11
004-002,004-011,14
004-002,004-999,3
004-002,007-065,1
004-002,007-999,1
004-002,009-003,1
004-002,009-999,6
004-002,014-023,1
004-002,015-033,1
004-002,015-999,1
004-002,019-006,1
004-002,019-039,1
004-002,019-999,1
004-002,020-079,1
004-002,020-482,1
004-002,023-003,1
004-002,023-004,1
004-002,023-005,11
004-002,023-008,2
004-002,025-012,1
004-002,027-004,2
004-002,027-005,1
004-002,027-014,1
004-002,027-999,1
004-002,028-038,1
004-002,030-039,1
004-002,030-193,4
004-002,031-048,1
004-002,031-050,16
004-002,031-999,2
004-002,999-999,53
004-003,004-002,13
004-003,004-003,8768
004-003,004-004,3
004-003,004-007,1
004-003,004-009,15
004-003,004-011,4
004-003,005-999,1
004-003,009-014,1
004-003,009-999,2
004-003,012-999,1
004-003,013-999,1
004-003,015-999,2
004-003,019-021,1
004-003,023-005,2
004-003,023-008,2
004-003,025-999,1
004-003,027-001,2
004-003,027-002,1
004-003,027-003,2
004-003,027-004,10
004-003,027-014,3
004-003,027-999,3
004-003,028-032,1
004-003,030-015,1
004-003,030-039,1
004-003,030-089,1
004-003,030-108,2
004-003,030-193,2
004-003,030-999,1
004-003,031-050,4
004-003,999-999,104
004-004,004-001,6
004-004,004-002,220
004-004,004-003,157
004-004,004-004,6646
004-004,004-005,1
004-004,004-006,2
004-004,004-007,3
004-004,004-008,2
004-004,004-009,45
004-004,004-010,3
004-004,004-011,15
004-004,004-999,8
004-004,007-065,1
004-004,007-999,1
004-004,009-006,1
004-004,009-999,3
004-004,015-011,2
004-004,015-106,1
004-004,015-999,2
004-004,021-156,1
004-004,023-004,1
004-004,023-005,6
004-004,023-008,1
004-004,025-012,2
004-004,027-003,1
004-004,027-004,3
004-004,027-999,3
004-004,028-009,1
004-004,028-038,1
004-004,028-999,1
004-004,030-039,2
004-004,030-108,1
004-004,030-189,3
004-004,030-193,3
004-004,030-999,1
004-004,031-011,1
004-004,031-038,1
004-004,031-050,12
004-004,031-999,4
004-004,999-999,57
004-005,004-001,66
004-005,004-002,434
004-005,004-003,116
004-005,004-004,38
004-005,004-005,3014
004-005,004-006,13
004-005,004-007,6
004-005,004-008,103
004-005,004-009,32
004-005,004-010,11
004-005,004-011,21
004-005,004-999,1
004-005,007-101,1
004-005,007-999,1
004-005,008-037,1
004-005,009-999,3
004-005,021-114,1
004-005,023-004,1
004-005,023-005,11
004-005,023-006,1
004-005,023-007,1
004-005,023-008,1
004-005,023-009,1
004-005,023-999,2
004-005,025-012,1
004-005,027-001,4
004-005,027-002,1
004-005,027-003,2
004-005,027-004,1
004-005,027-011,1
004-005,027-017,1
004-005,027-999,3
004-005,030-031,1
004-005,030-039,1
004-005,030-193,2
004-005,031-011,1
004-005,031-033,1
004-005,031-044,1
004-005,031-048,6
004-005,031-050,48
004-005,031-059,3
004-005,031-084,1
004-005,031-089,1
004-005,031-101,1
004-005,031-102,1
004-005,031-104,1
004-005,031-999,5
004-005,999-999,11
004-006,004-001,14
004-006,004-002,133
004-006,004-003,20
004-006,004-004,15
004-006,004-005,2
004-006,004-006,4164
004-006,004-007,1
004-006,004-008,13
004-006,004-009,6
004-006,004-010,15
004-006,004-011,3
004-006,004-999,1
004-006,007-999,1
004-006,008-019,1
004-006,010-999,1
004-006,023-002,1
004-006,023-004,2
004-006,023-005,8
004-006,023-008,3
004-006,023-010,1
004-006,027-004,5
004-006,027-008,1
004-006,031-050,16
004-006,031-056,2
004-006,031-089,3
004-006,031-096,2
004-006,031-102,2
004-006,031-999,4
004-006,999-999,36
004-007,004-003,40
004-007,004-007,1921
004-007,004-009,2
004-007,004-999,1
004-007,007-065,2
004-007,009-999,1
004-007,015-999,1
004-007,027-004,3
004-007,027-010,1
004-007,027-011,10
004-007,027-012,2
004-007,027-014,3
004-007,027-017,1
004-007,027-999,5
004-007,028-038,1
004-007,999-999,22
004-008,004-001,8
004-008,004-002,404
004-008,004-003,18
004-008,004-004,10
004-008,004-005,27
004-008,004-006,8
004-008,004-007,1
004-008,004-008,1985
004-008,004-009,12
004-008,004-010,3
004-008,004-011,12
004-008,015-035,1
004-008,015-106,1
004-008,015-999,1
004-008,023-004,1
004-008,023-005,3
004-008,027-003,2
004-008,028-999,1
004-008,030-193,1
004-008,031-048,2
004-008,031-050,14
004-008,031-067,1
004-008,031-096,1
004-008,031-102,1
004-008,999-999,10
004-009,004-002,37
004-009,004-003,89
004-009,004-004,15
004-009,004-006,1
004-009,004-007,2
004-009,004-009,6127
004-009,004-010,14
004-009,004-011,43
004-009,004-999,1
004-009,007-074,1
004-009,009-017,1
004-009,009-999,1
004-009,017-999,1
004-009,022-014,1
004-009,023-001,1
004-009,023-004,6
004-009,023-005,6
004-009,023-008,7
004-009,023-009,1
004-009,023-999,1
004-009,025-012,1
004-009,026-999,1
004-009,027-002,1
004-009,027-004,10
004-009,027-014,1
004-009,027-017,1
004-009,027-999,1
004-009,028-035,1
004-009,028-038,2
004-009,028-999,4
004-009,030-193,2
004-009,031-050,4
004-009,031-999,3
004-009,999-999,46
004-010,004-001,1
004-010,004-002,4
004-010,004-003,2
004-010,004-004,1
004-010,004-005,1
004-010,004-006,2
004-010,004-009,9
004-010,004-010,3664
004-010,004-999,2
004-010,007-999,1
004-010,008-019,1
004-010,012-001,2
004-010,012-029,1
004-010,015-999,1
004-010,017-028,1
004-010,019-039,1
004-010,023-004,29
004-010,023-005,4
004-010,023-008,1
004-010,023-010,1
004-010,023-999,11
004-010,030-108,1
004-010,031-011,1
004-010,031-050,1
004-010,999-999,39
004-011,004-001,1
004-011,004-002,10
004-011,004-003,29
004-011,004-004,2
004-011,004-007,1
004-011,004-009,11
004-011,004-010,6
004-011,004-011,4561
004-011,004-999,4
004-011,009-016,1
004-011,014-039,2
004-011,022-014,1
004-011,023-004,1
004-011,023-005,2
004-011,023-008,1
004-011,023-009,1
004-011,023-999,2
004-011,027-001,3
004-011,027-004,2
004-011,027-008,1
004-011,027-012,1
004-011,027-999,2
004-011,028-032,1
004-011,028-999,1
004-011,031-050,2
004-011,999-999,26
005-001,005-001,335
005-001,005-002,1
005-001,005-008,3
005-001,005-010,15
005-001,005-018,35
005-001,005-030,2
005-001,005-031,3
005-001,005-038,1
005-001,005-999,2
005-001,999-999,5
005-002,005-002,6116
005-002,005-014,9
005-002,005-022,1
005-002,005-025,7
005-002,005-030,1
005-002,005-032,1
005-002,005-038,1
005-002,015-999,1
005-002,019-039,2
005-002,019-999,1
005-002,028-027,1
005-002,028-999,1
005-002,999-999,107
005-003,005-002,2
005-003,005-003,1826
005-003,005-012,5
005-003,005-014,2
005-003,005-015,1
005-003,005-018,6
005-003,005-019,46
005-003,005-020,2
005-003,005-022,378
005-003,005-025,362
005-003,005-028,114
005-003,005-030,5
005-003,005-032,2
005-003,005-036,47
005-003,005-037,30
005-003,005-038,45
005-003,005-999,5
005-003,012-999,1
005-003,019-033,1
005-003,019-039,6
005-003,021-114,1
005-003,028-027,7
005-003,028-033,1
005-003,999-999,24
005-004,004-003,1
005-004,005-004,2449
005-004,005-015,1
005-004,005-018,1
005-004,005-024,1
005-004,005-027,149
005-004,005-030,464
005-004,005-999,6
005-004,009-999,1
005-004,013-048,1
005-004,013-076,1
005-004,014-999,1
005-004,015-999,2
005-004,019-017,3
005-004,019-018,4
005-004,019-039,7
005-004,019-048,1
005-004,019-049,1
005-004,019-999,6
005-004,022-014,1
005-004,025-011,1
005-004,026-999,2
005-004,028-003,1
005-004,028-027,2
005-004,028-999,1
005-004,032-056,1
005-004,999-999,46
005-005,005-005,540
005-005,005-010,12
005-005,005-018,29
005-005,005-027,1
005-005,005-028,1
005-005,005-032,1
005-005,019-005,1
005-005,019-032,3
005-005,019-039,4
005-005,019-999,2
005-005,028-027,1
005-005,028-038,1
005-005,999-999,6
005-006,005-002,1
005-006,005-006,2135
005-006,005-010,147
005-006,005-017,1
005-006,005-018,803
005-006,005-020,2
005-006,005-022,1
005-006,005-025,1
005-006,005-026,1
005-006,005-027,6
005-006,005-030,9
005-006,005-031,5
005-006,005-035,1
005-006,005-999,7
005-006,009-999,1
005-006,014-999,1
005-006,015-999,1
005-006,016-052,1
005-006,019-018,2
005-006,019-021,1
005-006,019-037,4
005-006,019-039,14
005-006,019-047,1
005-006,019-999,4
005-006,026-999,1
005-006,028-027,2
005-006,028-032,2
005-006,028-999,1
005-006,030-193,2
005-006,999-999,52
005-007,005-005,1
005-007,005-006,5
005-007,005-007,1882
005-007,005-008,2
005-007,005-010,64
005-007,005-016,5
005-007,005-018,86
005-007,005-020,2
005-007,005-023,37
005-007,005-024,2
005-007,005-025,3
005-007,005-027,4
005-007,005-029,3
005-007,005-030,6
005-007,005-031,5
005-007,005-033,4
005-007,005-034,8
005-007,005-035,1
005-007,005-038,2
005-007,005-999,1
005-007,008-019,8
005-007,008-020,1
005-007,008-027,1
005-007,008-040,1
005-007,008-051,2
005-007,008-062,2
005-007,009-999,3
005-007,010-005,2
005-007,011-015,4
005-007,014-098,1
005-007,015-106,1
005-007,019-009,1
005-007,019-026,1
005-007,019-037,1
005-007,019-039,7
005-007,026-017,1
005-007,026-018,1
005-007,026-019,2
005-007,026-059,9
005-007,026-999,6
005-007,032-010,2
005-007,032-020,1
005-007,032-042,1
005-007,032-056,4
005-007,999-999,37
005-008,005-001,14
005-008,005-003,3
005-008,005-006,2
005-008,005-007,1
005-008,005-008,569
005-008,005-010,47
005-008,005-018,106
005-008,005-020,4
005-008,005-025,3
005-008,005-026,15
005-008,005-027,1
005-008,005-028,12
005-008,005-030,1
005-008,005-031,13
005-008,005-032,2
005-008,005-999,2
005-008,019-039,2
005-008,999-999,12
005-009,005-002,4
005-009,005-009,3201
005-009,005-012,2
005-009,005-015,1
005-009,005-017,61
005-009,005-018,1
005-009,005-022,2
005-009,005-024,3
005-009,005-025,1
005-009,005-030,10
005-009,005-032,3
005-009,005-033,56
005-009,005-035,501
005-009,005-999,2
005-009,008-017,1
005-009,008-019,6
005-009,008-037,4
005-009,008-999,2
005-009,010-004,3
005-009,010-005,51
005-009,010-007,154
005-009,010-008,2
005-009,010-012,15
005-009,010-013,2
005-009,010-018,1
005-009,010-025,1
005-009,010-027,1
005-009,010-032,9
005-009,010-036,11
005-009,010-999,3
005-009,019-006,1
005-009,019-039,4
005-009,019-999,1
005-009,021-114,1
005-009,022-011,1
005-009,022-014,1
005-009,025-006,1
005-009,025-012,1
005-009,026-019,1
005-009,026-999,1
005-009,028-027,1
005-009,030-087,1
005-009,032-029,1
005-009,032-039,1
005-009,032-056,4
005-009,999-999,81
005-010,005-002,1
005-010,005-004,1
005-010,005-005,1
005-010,005-006,54
005-010,005-007,2
005-010,005-008,1
005-010,005-010,4099
005-010,005-017,1
005-010,005-018,1263
005-010,005-020,1
005-010,005-021,1
005-010,005-022,1
005-010,005-023,2
005-010,005-025,7
005-010,005-027,4
005-010,005-028,4
005-010,005-030,12
005-010,005-031,16
005-010,005-032,1
005-010,005-033,1
005-010,005-034,2
005-010,005-035,1
005-010,005-999,6
005-010,008-019,1
005-010,009-999,5
005-010,014-039,1
005-010,015-999,1
005-010,019-039,13
005-010,019-999,4
005-010,021-003,1
005-010,025-001,2
005-010,026-999,1
005-010,028-033,1
005-010,032-026,1
005-010,999-999,71
005-011,005-004,1
005-011,005-011,1505
005-011,005-018,1
005-011,005-024,8
005-011,005-025,1
005-011,005-027,74
005-011,005-030,544
005-011,005-035,1
005-011,009-999,1
005-011,010-005,2
005-011,019-039,8
005-011,019-999,1
005-011,025-017,1
005-011,999-999,20
005-012,001-001,1
005-012,005-003,3
005-012,005-012,474
005-012,005-013,10
005-012,005-019,2
005-012,005-022,7
005-012,005-025,32
005-012,005-028,2
005-012,005-037,6
005-012,005-038,6
005-012,999-999,7
005-013,005-013,284
005-013,005-999,1
005-013,019-005,121
005-013,019-039,3
005-013,019-999,10
005-013,028-027,14
005-013,028-032,1
005-013,999-999,7
005-014,005-002,797
005-014,005-003,1
005-014,005-014,887
005-014,005-018,1
005-014,005-019,9
005-014,005-020,2
005-014,005-022,1
005-014,005-025,83
005-014,005-033,2
005-014,005-037,1
005-014,005-038,2
005-014,005-999,2
005-014,999-999,46
005-015,005-013,1
005-015,005-015,498
005-015,005-020,1
005-015,005-026,2
005-015,005-028,9
