origin_id,destine_id,weight
015-081,009-014,210
015-081,009-015,682
015-081,009-016,291
015-081,009-017,219
015-081,009-999,992
015-081,010-005,3
015-081,010-999,1
015-081,011-007,2
015-081,011-015,5
015-081,011-020,1
015-081,012-001,2
015-081,012-029,1
015-081,012-035,2
015-081,012-999,9
015-081,013-010,1
015-081,013-048,19
015-081,013-057,1
015-081,013-061,6
015-081,013-063,5
015-081,013-069,122
015-081,013-076,2
015-081,013-077,1
015-081,013-999,38
015-081,014-039,6
015-081,014-120,1
015-081,015-002,41
015-081,015-005,3
015-081,015-008,1
015-081,015-009,2
015-081,015-011,2
015-081,015-012,12
015-081,015-013,7
015-081,015-016,1
015-081,015-020,102
015-081,015-024,34
015-081,015-025,8
015-081,015-031,5
015-081,015-033,1033
015-081,015-035,3
015-081,015-036,3
015-081,015-037,12
015-081,015-039,1
015-081,015-056,3
015-081,015-057,113
015-081,015-058,69
015-081,015-059,6
015-081,015-060,1
015-081,015-065,3
015-081,015-070,4
015-081,015-081,5547
015-081,015-084,3
015-081,015-085,1
015-081,015-091,4
015-081,015-092,16
015-081,015-093,1
015-081,015-095,6
015-081,015-096,3
015-081,015-099,34
015-081,015-101,1
015-081,015-104,170
015-081,015-106,15
015-081,015-108,4
015-081,015-109,63
015-081,015-120,86
015-081,015-121,22
015-081,015-122,2
015-081,015-125,3
015-081,015-999,37
015-081,016-075,1
015-081,016-096,1
015-081,016-102,1
015-081,016-999,3
015-081,017-006,1
015-081,017-007,4
015-081,017-011,1
015-081,019-006,1
015-081,019-039,2
015-081,020-067,2
015-081,021-114,6
015-081,021-156,1
015-081,021-999,2
015-081,022-014,5
015-081,022-016,2
015-081,022-999,1
015-081,023-005,1
015-081,024-999,1
015-081,026-018,1
015-081,026-030,1
015-081,027-999,2
015-081,028-038,2
015-081,029-033,1
015-081,029-999,1
015-081,030-087,1
015-081,030-193,2
015-081,031-050,2
015-081,032-056,3
015-081,999-999,155
015-082,004-003,1
015-082,004-011,1
015-082,009-003,1
015-082,009-012,1
015-082,009-015,1
015-082,009-016,2
015-082,009-999,19
015-082,012-007,2
015-082,012-022,1
015-082,012-027,2
015-082,012-999,4
015-082,015-004,1
015-082,015-005,1
015-082,015-008,35
015-082,015-018,1
015-082,015-024,1
015-082,015-029,1
015-082,015-031,1
015-082,015-033,2
015-082,015-051,1
015-082,015-054,1
015-082,015-057,1
015-082,015-077,26
015-082,015-080,6
015-082,015-081,1
015-082,015-082,4131
015-082,015-084,1
015-082,015-086,55
015-082,015-088,1
015-082,015-095,1
015-082,015-097,7
015-082,015-105,10
015-082,015-106,62
015-082,015-110,4
015-082,015-114,4
015-082,015-117,2
015-082,015-118,1
015-082,015-123,60
015-082,015-999,17
015-082,016-999,1
015-082,024-024,1
015-082,024-028,1
015-082,026-017,1
015-082,028-027,1
015-082,999-999,48
015-083,003-008,1
015-083,008-999,1
015-083,009-002,5
015-083,009-003,4
015-083,009-004,2
015-083,009-005,9
015-083,009-006,3
015-083,009-007,22
015-083,009-008,1
015-083,009-009,3
015-083,009-010,3
015-083,009-011,7
015-083,009-012,3
015-083,009-013,5
015-083,009-014,2
015-083,009-015,12
015-083,009-016,6
015-083,009-017,4
015-083,009-999,173
015-083,011-999,1
015-083,012-999,1
015-083,014-039,1
015-083,015-009,5
015-083,015-015,1
015-083,015-017,3
015-083,015-022,12
015-083,015-025,159
015-083,015-027,2
015-083,015-031,2
015-083,015-033,2
015-083,015-039,28
015-083,015-050,16
015-083,015-056,3
015-083,015-057,6
015-083,015-058,10
015-083,015-070,10
015-083,015-075,1
015-083,015-083,1337
015-083,015-089,6
015-083,015-090,3
015-083,015-099,4
015-083,015-101,1
015-083,015-103,6
015-083,015-104,2
015-083,015-106,2
015-083,015-110,2
015-083,015-122,16
015-083,015-999,17
015-083,016-053,1
015-083,016-999,1
015-083,017-006,2
015-083,017-999,2
015-083,019-039,1
015-083,021-031,1
015-083,021-114,5
015-083,021-999,5
015-083,022-014,2
015-083,023-005,1
015-083,027-009,1
015-083,028-999,1
015-083,029-034,1
015-083,030-193,2
015-083,999-999,34
015-084,009-002,10
015-084,009-003,11
015-084,009-004,2
015-084,009-005,50
015-084,009-006,3
015-084,009-007,7
015-084,009-008,1
015-084,009-010,11
015-084,009-011,1
015-084,009-012,5
015-084,009-014,15
015-084,009-015,25
015-084,009-016,24
015-084,009-017,20
015-084,009-999,146
015-084,011-007,1
015-084,011-020,4
015-084,012-999,2
015-084,013-002,4
015-084,013-013,1
015-084,013-021,1
015-084,013-048,60
015-084,013-063,1
015-084,013-066,16
015-084,013-067,2
015-084,013-069,711
015-084,013-075,10
015-084,013-076,4
015-084,013-081,1
015-084,013-082,3
015-084,013-083,5
015-084,013-999,34
015-084,015-002,2
015-084,015-005,3
015-084,015-012,2
015-084,015-016,14
015-084,015-020,5
015-084,015-024,8
015-084,015-025,1
015-084,015-030,1
015-084,015-033,106
015-084,015-035,1
015-084,015-036,2
015-084,015-039,1
015-084,015-045,1
015-084,015-056,1
015-084,015-057,7
015-084,015-058,6
015-084,015-059,1
015-084,015-061,1
015-084,015-065,8
015-084,015-070,2
015-084,015-075,38
015-084,015-076,2
015-084,015-081,254
015-084,015-084,2320
015-084,015-086,1
015-084,015-091,2
015-084,015-092,15
015-084,015-095,2
015-084,015-096,1
015-084,015-099,12
015-084,015-100,1
015-084,015-104,11
015-084,015-106,4
015-084,015-108,1
015-084,015-109,7
015-084,015-110,1
015-084,015-120,29
015-084,015-121,5
015-084,015-125,3
015-084,015-999,5
015-084,016-999,1
015-084,017-006,1
015-084,017-007,1
015-084,019-039,1
015-084,019-046,1
015-084,021-114,5
015-084,027-012,1
015-084,029-033,1
015-084,030-131,1
015-084,030-193,1
015-084,999-999,25
015-085,001-001,5
015-085,002-002,1
015-085,004-002,1
015-085,005-030,2
015-085,005-035,4
015-085,006-002,1
015-085,007-999,1
015-085,008-037,2
015-085,009-004,4
015-085,009-005,2
015-085,009-007,4
015-085,009-010,2
015-085,009-015,2
015-085,009-017,1
015-085,009-999,134
015-085,011-007,4
015-085,011-015,6
015-085,011-017,1
015-085,011-020,5
015-085,011-028,1
015-085,012-029,1
015-085,012-035,1
015-085,012-999,3
015-085,013-021,1
015-085,013-048,2
015-085,014-039,7
015-085,014-999,2
015-085,015-001,56
015-085,015-003,3
015-085,015-005,1
015-085,015-012,1
015-085,015-013,1
015-085,015-014,202
015-085,015-026,1
015-085,015-027,1
015-085,015-031,1
015-085,015-033,4
015-085,015-035,2
015-085,015-042,12
015-085,015-045,7
015-085,015-047,2
015-085,015-048,1
015-085,015-051,3
015-085,015-054,1
015-085,015-056,1
015-085,015-057,9
015-085,015-058,2
015-085,015-060,2
015-085,015-064,19
015-085,015-074,12
015-085,015-081,1
015-085,015-085,3131
015-085,015-087,1
015-085,015-088,5
015-085,015-090,2
015-085,015-095,1
015-085,015-099,2
015-085,015-101,1
015-085,015-104,2
015-085,015-106,41
015-085,015-108,1
015-085,015-109,1
015-085,015-110,1
015-085,015-114,1
015-085,015-121,2
015-085,015-124,9
015-085,015-999,34
015-085,016-006,7
015-085,016-017,2
015-085,016-034,3
015-085,016-050,3
015-085,016-053,1
015-085,016-102,4
015-085,016-999,9
015-085,017-007,1
015-085,017-010,1
015-085,017-999,1
015-085,019-039,6
015-085,021-114,3
015-085,022-001,18
015-085,022-014,61
015-085,022-016,11
015-085,022-999,1
015-085,024-028,4
015-085,025-006,1
015-085,025-017,1
015-085,027-004,1
015-085,027-999,1
015-085,028-027,1
015-085,028-038,1
015-085,028-041,2
015-085,028-999,6
015-085,031-050,1
015-085,999-999,34
015-086,005-999,1
015-086,006-007,1
015-086,007-065,1
015-086,009-004,1
015-086,009-999,13
015-086,012-050,1
015-086,012-053,1
015-086,012-055,1
015-086,012-999,1
015-086,015-005,1
015-086,015-007,1
015-086,015-008,2
015-086,015-018,1
015-086,015-032,1
015-086,015-037,2
015-086,015-040,1
015-086,015-051,1
015-086,015-054,1
015-086,015-057,3
015-086,015-062,1
015-086,015-064,1
015-086,015-077,6
015-086,015-080,2
015-086,015-082,35
015-086,015-086,2831
015-086,015-088,1
015-086,015-105,1
015-086,015-106,74
015-086,015-110,100
015-086,015-115,1
015-086,015-116,35
015-086,015-118,5
015-086,015-123,1
015-086,015-999,6
015-086,016-999,1
015-086,022-014,1
015-086,032-056,1
015-086,999-999,23
015-087,001-001,1
015-087,002-004,2
015-087,003-008,1
015-087,004-002,1
015-087,004-004,1
015-087,005-030,1
015-087,007-999,3
015-087,008-019,2
015-087,008-037,1
015-087,009-002,6
015-087,009-003,12
015-087,009-004,54
015-087,009-005,7
015-087,009-006,2
015-087,009-007,12
015-087,009-008,6
015-087,009-009,7
015-087,009-010,56
015-087,009-011,1
015-087,009-012,13
015-087,009-013,7
015-087,009-014,35
015-087,009-015,22
015-087,009-016,36
015-087,009-017,9
015-087,009-999,308
015-087,010-005,2
015-087,011-002,1
015-087,011-007,7
015-087,011-015,5
015-087,011-017,1
015-087,011-021,2
015-087,011-041,1
015-087,012-001,1
015-087,012-007,1
015-087,012-035,1
015-087,012-038,2
015-087,012-050,1
015-087,012-999,7
015-087,013-048,2
015-087,013-999,2
015-087,014-023,1
015-087,014-039,9
015-087,014-999,2
015-087,015-001,1
015-087,015-005,38
015-087,015-012,3
015-087,015-014,6
015-087,015-018,6
015-087,015-019,2
015-087,015-024,2
015-087,015-025,1
015-087,015-031,1
015-087,015-032,1
015-087,015-033,14
015-087,015-035,1
015-087,015-037,12
015-087,015-039,2
015-087,015-040,1
015-087,015-042,27
015-087,015-047,9
015-087,015-051,114
015-087,015-054,106
015-087,015-055,3
015-087,015-057,38
015-087,015-058,2
015-087,015-060,3
015-087,015-062,11
015-087,015-063,1
015-087,015-064,1
015-087,015-067,153
015-087,015-074,2
015-087,015-076,23
015-087,015-080,1
015-087,015-081,5
015-087,015-086,1
015-087,015-087,3417
015-087,015-088,3
015-087,015-090,4
015-087,015-099,1
015-087,015-101,5
015-087,015-104,12
015-087,015-106,2222
015-087,015-108,1
015-087,015-109,3
015-087,015-110,10
015-087,015-111,5
015-087,015-112,1
015-087,015-114,2
015-087,015-115,58
015-087,015-118,9
015-087,015-120,1
015-087,015-121,1
015-087,015-124,1
015-087,015-999,75
015-087,016-053,1
015-087,016-082,2
015-087,016-999,3
015-087,017-007,12
015-087,017-999,7
015-087,018-999,1
015-087,019-018,1
015-087,019-026,1
015-087,019-999,1
015-087,020-067,15
015-087,020-324,2
015-087,020-482,1
015-087,020-999,1
015-087,021-114,3
015-087,021-140,1
015-087,022-014,15
015-087,023-001,1
015-087,023-005,2
015-087,023-009,1
015-087,023-999,1
015-087,024-028,7
015-087,024-999,3
015-087,027-999,2
015-087,028-009,1
015-087,028-038,1
015-087,028-999,3
015-087,030-131,1
015-087,030-193,10
015-087,999-999,40
015-088,003-008,4
015-088,009-002,1
015-088,009-004,1
015-088,009-014,1
015-088,009-999,32
015-088,012-999,2
015-088,013-999,1
015-088,014-039,2
015-088,015-004,1
015-088,015-005,2
015-088,015-006,2
015-088,015-012,1
015-088,015-018,3
015-088,015-021,6
015-088,015-024,1
015-088,015-025,1
015-088,015-033,1
015-088,015-037,2
015-088,015-040,30
015-088,015-042,1
015-088,015-046,2
015-088,015-049,4
015-088,015-051,9
015-088,015-052,37
015-088,015-054,14
015-088,015-055,4
015-088,015-056,2
015-088,015-057,3
015-088,015-062,18
015-088,015-063,7
015-088,015-067,3
015-088,015-072,3
015-088,015-073,5
015-088,015-080,1
015-088,015-082,6
015-088,015-084,1
015-088,015-086,1
015-088,015-088,4579
015-088,015-090,70
015-088,015-097,1
015-088,015-098,1
015-088,015-101,20
015-088,015-104,1
015-088,015-106,132
015-088,015-107,1
015-088,015-109,2
015-088,015-110,1
015-088,015-113,118
015-088,015-117,1
015-088,015-118,6
015-088,015-119,44
015-088,015-120,1
015-088,015-999,10
015-088,016-053,1
015-088,016-090,1
015-088,017-006,1
015-088,017-015,1
015-088,019-039,1
015-088,021-114,2
015-088,021-140,1
015-088,022-014,2
015-088,024-028,1
015-088,028-032,1
015-088,028-999,2
015-088,030-118,1
015-088,999-999,56
015-089,009-003,5
015-089,009-004,4
015-089,009-005,6
015-089,009-006,5
015-089,009-007,29
015-089,009-008,1
015-089,009-009,8
015-089,009-010,2
015-089,009-011,13
015-089,009-012,6
015-089,009-014,8
015-089,009-015,19
015-089,009-016,10
015-089,009-017,15
015-089,009-999,161
015-089,011-027,1
015-089,012-001,1
015-089,012-029,1
015-089,012-999,4
015-089,013-031,1
015-089,013-048,1
015-089,014-008,1
015-089,014-039,1
015-089,015-003,1
015-089,015-009,50
015-089,015-012,1
015-089,015-015,3
015-089,015-017,17
015-089,015-022,8
015-089,015-024,1
015-089,015-025,228
015-089,015-027,1
015-089,015-031,5
015-089,015-033,1
015-089,015-037,1
015-089,015-039,37
015-089,015-050,74
015-089,015-057,7
015-089,015-058,15
015-089,015-063,1
015-089,015-068,20
015-089,015-070,11
015-089,015-075,1
015-089,015-081,3
015-089,015-083,79
015-089,015-089,1249
015-089,015-092,1
015-089,015-094,13
015-089,015-099,2
015-089,015-101,3
015-089,015-103,11
015-089,015-104,4
015-089,015-106,4
015-089,015-120,1
015-089,015-122,29
015-089,015-999,16
015-089,016-006,1
015-089,017-006,5
015-089,017-007,3
015-089,017-999,5
015-089,019-039,3
015-089,021-053,1
015-089,021-114,1
015-089,022-001,1
015-089,023-999,1
015-089,027-004,1
015-089,029-033,2
015-089,030-068,1
015-089,999-999,24
015-090,004-999,1
015-090,007-080,1
015-090,009-002,1
015-090,009-003,1
015-090,009-004,5
015-090,009-006,1
015-090,009-007,5
015-090,009-013,1
015-090,009-015,1
015-090,009-016,3
015-090,009-017,2
015-090,009-999,95
015-090,012-001,1
015-090,012-026,1
015-090,012-035,1
015-090,012-055,2
015-090,012-999,1
015-090,013-048,2
015-090,013-063,2
015-090,013-999,1
015-090,014-039,3
015-090,015-003,1
015-090,015-005,8
015-090,015-006,3
015-090,015-007,1
015-090,015-008,1
015-090,015-012,6
015-090,015-013,1
015-090,015-014,4
015-090,015-018,41
015-090,015-019,6
015-090,015-021,4
015-090,015-025,4
015-090,015-027,3
015-090,015-028,1
015-090,015-032,1
015-090,015-033,5
015-090,015-035,11
015-090,015-037,1
015-090,015-039,3
015-090,015-040,16
015-090,015-042,4
015-090,015-043,15
015-090,015-048,3
015-090,015-049,28
015-090,015-051,50
015-090,015-052,12
015-090,015-054,186
015-090,015-055,21
015-090,015-057,4
015-090,015-060,1
015-090,015-062,9
015-090,015-063,2
015-090,015-067,1
015-090,015-070,1
015-090,015-072,84
015-090,015-073,60
015-090,015-076,3
015-090,015-077,1
015-090,015-080,1
015-090,015-081,1
015-090,015-082,2
015-090,015-086,1
015-090,015-087,2
015-090,015-088,151
015-090,015-090,3902
015-090,015-098,10
015-090,015-099,2
015-090,015-101,259
015-090,015-106,596
015-090,015-107,2
015-090,015-110,4
015-090,015-112,1
015-090,015-113,125
015-090,015-114,2
015-090,015-115,3
015-090,015-117,1
015-090,015-118,7
015-090,015-119,2
015-090,015-121,1
015-090,015-999,16
015-090,016-053,2
015-090,017-007,3
015-090,017-999,1
015-090,019-039,1
015-090,021-114,2
015-090,022-014,2
015-090,025-001,1
015-090,025-006,1
015-090,028-999,1
015-090,999-999,46
015-091,001-001,1
015-091,003-008,2
015-091,009-002,33
015-091,009-003,6
015-091,009-004,3
015-091,009-005,11
015-091,009-006,1
015-091,009-007,4
015-091,009-010,6
015-091,009-012,4
015-091,009-013,1
015-091,009-014,3
015-091,009-015,19
015-091,009-016,15
015-091,009-017,3
015-091,009-999,67
015-091,010-005,1
015-091,011-017,1
015-091,011-027,3
015-091,012-001,1
015-091,012-066,1
015-091,013-012,2
015-091,013-013,1
015-091,013-063,3
015-091,013-069,1
015-091,013-076,1
015-091,013-999,8
015-091,014-039,2
015-091,015-002,2
015-091,015-005,15
015-091,015-010,4
015-091,015-012,24
015-091,015-013,5
015-091,015-014,1
015-091,015-016,2
015-091,015-020,9
015-091,015-023,41
015-091,015-024,529
015-091,015-025,1
015-091,015-031,1
015-091,015-033,17
015-091,015-035,140
015-091,015-037,1
015-091,015-042,1
015-091,015-044,3
015-091,015-045,1
015-091,015-053,6
015-091,015-057,65
015-091,015-058,1
015-091,015-059,3
015-091,015-060,2
015-091,015-063,1
015-091,015-065,3
015-091,015-075,1
015-091,015-076,2
015-091,015-078,2
015-091,015-081,4
015-091,015-091,2716
015-091,015-095,261
015-091,015-096,2
015-091,015-099,4
015-091,015-100,1
015-091,015-104,92
015-091,015-108,9
015-091,015-109,67
015-091,015-120,74
015-091,015-121,636
015-091,015-124,3
015-091,015-999,20
015-091,016-053,1
015-091,016-999,1
015-091,017-007,2
015-091,019-039,1
015-091,020-067,1
015-091,021-114,9
015-091,021-208,1
015-091,021-999,1
015-091,022-014,5
015-091,022-016,1
015-091,022-999,1
015-091,024-999,1
015-091,027-999,1
015-091,029-013,1
015-091,030-039,1
015-091,032-056,1
015-091,999-999,43
015-092,001-001,1
015-092,002-004,1
015-092,002-999,2
015-092,004-003,2
015-092,006-007,1
015-092,009-002,12
015-092,009-003,8
015-092,009-004,5
015-092,009-005,54
015-092,009-006,5
015-092,009-007,4
015-092,009-009,1
015-092,009-010,11
015-092,009-012,6
015-092,009-013,1
015-092,009-014,25
015-092,009-015,43
015-092,009-016,21
015-092,009-017,3
015-092,009-999,202
015-092,012-001,2
015-092,012-999,1
015-092,013-048,13
015-092,013-061,3
015-092,013-063,1
015-092,013-069,12
015-092,013-076,1
015-092,013-077,1
015-092,013-080,1
015-092,013-999,11
015-092,014-039,2
015-092,014-067,1
015-092,014-999,1
015-092,015-002,185
015-092,015-005,6
015-092,015-008,3
015-092,015-011,1
015-092,015-016,17
015-092,015-020,24
015-092,015-024,5
015-092,015-025,1
015-092,015-026,1
015-092,015-027,2
015-092,015-029,1
015-092,015-030,1
015-092,015-031,1
015-092,015-033,192
015-092,015-035,6
015-092,015-037,1
015-092,015-039,2
015-092,015-042,1
015-092,015-056,1
015-092,015-057,9
015-092,015-058,1
015-092,015-061,4
015-092,015-065,58
015-092,015-068,1
015-092,015-070,2
015-092,015-075,145
015-092,015-081,140
015-092,015-084,5
015-092,015-092,3519
015-092,015-093,3
015-092,015-094,1
015-092,015-095,1
015-092,015-096,1
015-092,015-099,42
015-092,015-100,11
015-092,015-104,21
015-092,015-106,11
015-092,015-108,4
015-092,015-109,7
015-092,015-113,1
015-092,015-120,22
015-092,015-121,8
015-092,015-999,13
015-092,017-007,3
015-092,017-999,1
015-092,018-999,2
015-092,020-059,1
015-092,020-067,1
015-092,021-114,8
015-092,021-999,1
015-092,022-014,2
015-092,022-999,1
015-092,025-001,1
015-092,025-012,1
015-092,026-042,1
015-092,027-004,1
015-092,028-027,1
015-092,028-032,1
015-092,028-038,2
015-092,029-005,1
015-092,030-032,1
015-092,030-058,1
015-092,030-087,1
015-092,030-193,2
015-092,031-050,2
015-092,031-999,2
015-092,999-999,67
015-093,001-001,1
015-093,009-002,1
015-093,009-003,8
015-093,009-004,4
015-093,009-005,13
015-093,009-006,3
015-093,009-007,12
015-093,009-010,4
015-093,009-011,2
015-093,009-012,4
015-093,009-013,2
015-093,009-014,3
015-093,009-015,15
015-093,009-016,5
015-093,009-017,8
015-093,009-999,159
015-093,011-020,2
015-093,012-001,2
015-093,013-030,1
015-093,013-048,1
015-093,013-063,1
015-093,013-064,1
015-093,013-077,1
015-093,013-999,2
015-093,015-002,10
015-093,015-011,16
015-093,015-012,1
015-093,015-014,2
015-093,015-020,3
015-093,015-024,3
015-093,015-025,3
015-093,015-027,1
015-093,015-028,47
015-093,015-029,10
015-093,015-030,117
015-093,015-031,16
015-093,015-033,34
015-093,015-035,1
015-093,015-037,1
015-093,015-039,1
015-093,015-045,6
015-093,015-051,1
015-093,015-057,3
015-093,015-058,22
015-093,015-059,3
015-093,015-060,1
015-093,015-062,1
015-093,015-063,1
015-093,015-065,18
015-093,015-069,46
015-093,015-070,5
015-093,015-075,1
015-093,015-081,10
015-093,015-092,11
015-093,015-093,2345
015-093,015-095,1
015-093,015-096,1
015-093,015-099,708
015-093,015-100,8
015-093,015-104,9
015-093,015-106,4
015-093,015-109,2
015-093,015-120,2
015-093,015-121,2
015-093,015-122,1
015-093,015-999,8
015-093,016-999,3
015-093,017-006,1
015-093,017-007,1
015-093,018-999,1
015-093,020-067,1
015-093,021-114,5
015-093,022-014,1
015-093,023-005,1
015-093,028-032,1
015-093,029-006,3
015-093,029-033,10
015-093,029-999,3
015-093,030-193,1
015-093,999-999,77
015-094,007-999,1
015-094,009-002,1
015-094,009-003,3
015-094,009-005,2
015-094,009-006,2
015-094,009-007,12
015-094,009-009,2
015-094,009-010,1
015-094,009-011,7
015-094,009-012,2
015-094,009-013,9
015-094,009-014,3
015-094,009-015,9
015-094,009-016,2
015-094,009-017,11
015-094,009-999,203
015-094,010-005,1
015-094,012-035,1
015-094,012-999,2
015-094,013-048,1
015-094,014-023,1
015-094,015-009,99
015-094,015-015,20
015-094,015-017,2
015-094,015-022,3
015-094,015-025,75
015-094,015-031,4
015-094,015-033,3
015-094,015-034,1
015-094,015-039,26
015-094,015-050,22
015-094,015-056,60
015-094,015-058,4
015-094,015-063,1
015-094,015-064,2
015-094,015-065,6
015-094,015-068,186
015-094,015-078,1
015-094,015-083,4
015-094,015-086,2
015-094,015-089,1
015-094,015-090,1
015-094,015-094,2174
015-094,015-099,1
015-094,015-101,1
015-094,015-103,18
015-094,015-104,5
015-094,015-106,3
015-094,015-110,1
015-094,015-122,5
015-094,015-999,7
015-094,016-053,1
015-094,016-999,1
015-094,017-002,43
015-094,017-004,1
015-094,017-006,50
015-094,017-007,4
015-094,017-015,1
015-094,017-016,1
015-094,017-019,2
015-094,017-023,2
015-094,017-026,2
015-094,017-028,1
015-094,017-029,6
015-094,017-030,20
015-094,017-999,57
015-094,020-067,2
015-094,021-114,5
015-094,021-999,2
015-094,022-014,1
015-094,030-118,1
015-094,030-193,1
015-094,999-999,32
015-095,001-001,1
015-095,003-008,1
015-095,004-002,1
015-095,004-003,2
015-095,009-002,21
015-095,009-003,3
015-095,009-004,9
015-095,009-005,8
015-095,009-006,1
015-095,009-010,4
015-095,009-012,1
015-095,009-013,1
015-095,009-015,21
015-095,009-016,16
015-095,009-017,2
015-095,009-999,208
015-095,011-015,2
015-095,011-020,1
015-095,013-063,8
015-095,013-076,5
015-095,013-999,5
015-095,014-039,1
015-095,015-003,1
015-095,015-005,5
015-095,015-010,1
015-095,015-012,22
015-095,015-013,4
015-095,015-016,1
015-095,015-020,9
015-095,015-023,12
015-095,015-024,373
015-095,015-027,1
015-095,015-031,1
015-095,015-033,12
015-095,015-035,32
015-095,015-037,2
015-095,015-045,2
015-095,015-057,83
015-095,015-058,3
015-095,015-059,1
015-095,015-060,14
015-095,015-063,2
015-095,015-091,56
015-095,015-095,3783
015-095,015-096,1
015-095,015-099,2
015-095,015-100,1
015-095,015-104,130
015-095,015-106,8
015-095,015-108,6
015-095,015-109,58
015-095,015-112,3
015-095,015-120,7
015-095,015-121,717
015-095,015-999,12
015-095,016-999,1
015-095,017-007,1
015-095,019-039,3
015-095,021-114,3
015-095,021-132,1
015-095,022-008,1
015-095,022-014,11
015-095,024-028,2
015-095,028-022,1
015-095,028-027,1
015-095,030-193,4
015-095,999-999,64
015-096,001-999,1
015-096,002-001,1
015-096,005-018,1
015-096,005-022,1
015-096,005-035,1
015-096,005-999,1
015-096,006-002,1
015-096,007-999,1
015-096,008-037,1
015-096,009-002,8
015-096,009-003,4
015-096,009-004,2
015-096,009-005,21
015-096,009-007,7
015-096,009-010,4
015-096,009-014,2
015-096,009-015,16
015-096,009-016,15
015-096,009-017,4
015-096,009-999,134
015-096,011-007,1
015-096,011-015,1
015-096,011-020,3
015-096,012-075,1
015-096,013-003,1
015-096,013-010,4
015-096,013-012,9
015-096,013-013,4
015-096,013-029,1
015-096,013-041,1
015-096,013-048,18
015-096,013-061,1
015-096,013-063,3
015-096,013-069,51
015-096,013-074,1
015-096,013-076,23
015-096,013-999,35
015-096,014-039,7
015-096,015-005,14
015-096,015-010,164
015-096,015-012,7
015-096,015-013,1
015-096,015-014,5
015-096,015-016,1
015-096,015-020,7
015-096,015-023,3
015-096,015-024,81
015-096,015-025,2
015-096,015-033,35
015-096,015-035,37
015-096,015-036,26
015-096,015-037,1
015-096,015-042,1
015-096,015-044,2
015-096,015-045,7
015-096,015-046,3
015-096,015-053,7
015-096,015-054,1
015-096,015-056,1
015-096,015-057,19
015-096,015-058,1
015-096,015-059,16
015-096,015-063,2
015-096,015-080,1
015-096,015-081,37
015-096,015-084,1
015-096,015-086,3
015-096,015-091,31
015-096,015-092,4
015-096,015-095,12
015-096,015-096,2725
015-096,015-099,5
015-096,015-104,29
015-096,015-106,14
015-096,015-108,7
015-096,015-109,14
015-096,015-114,2
015-096,015-120,246
015-096,015-121,15
015-096,015-124,1
015-096,015-999,10
015-096,016-999,1
015-096,017-006,1
015-096,017-007,1
015-096,019-031,1
015-096,019-039,13
015-096,020-067,3
015-096,020-567,1
015-096,020-999,1
015-096,021-114,3
015-096,021-999,2
015-096,022-014,12
015-096,022-016,2
015-096,022-999,1
015-096,024-028,4
015-096,025-006,1
015-096,026-030,2
015-096,028-009,1
015-096,028-038,1
015-096,028-999,1
015-096,029-040,1
015-096,030-039,2
015-096,030-108,1
015-096,030-118,1
015-096,030-193,6
015-096,030-999,3
015-096,032-999,2
015-096,999-999,93
015-097,009-999,17
015-097,012-001,1
015-097,012-999,1
015-097,013-999,1
015-097,015-004,24
015-097,015-005,9
015-097,015-008,2
015-097,015-021,43
015-097,015-040,2
015-097,015-054,1
015-097,015-055,1
015-097,015-057,2
015-097,015-058,1
015-097,015-062,2
015-097,015-063,2
015-097,015-076,1
015-097,015-080,28
015-097,015-082,6
015-097,015-086,7
015-097,015-087,1
015-097,015-088,1
015-097,015-097,1791
015-097,015-105,1
015-097,015-106,42
015-097,015-109,2
015-097,015-110,1
015-097,015-113,2
015-097,015-114,2
015-097,015-117,4
015-097,015-119,1
015-097,015-123,2
015-097,015-999,6
015-097,022-014,1
015-097,999-999,34
015-098,009-002,9
015-098,009-003,1
015-098,009-004,13
015-098,009-007,1
015-098,009-011,1
015-098,009-012,1
015-098,009-014,1
015-098,009-015,8
015-098,009-016,3
015-098,009-017,4
015-098,009-999,53
015-098,014-001,1
015-098,015-003,1
015-098,015-005,4
015-098,015-006,49
015-098,015-012,13
015-098,015-014,2
015-098,015-018,3
015-098,015-019,41
015-098,015-021,2
015-098,015-027,4
015-098,015-033,11
015-098,015-035,1
015-098,015-037,5
015-098,015-043,20
015-098,015-049,17
015-098,015-051,46
015-098,015-052,1
015-098,015-054,33
015-098,015-055,2
015-098,015-057,1
015-098,015-062,29
015-098,015-063,2
015-098,015-072,5
015-098,015-073,4
015-098,015-076,3
015-098,015-088,11
015-098,015-090,49
015-098,015-098,986
015-098,015-101,449
015-098,015-104,1
015-098,015-106,119
015-098,015-109,1
015-098,015-110,1
015-098,015-113,1
015-098,015-115,1
015-098,015-122,1
015-098,015-999,6
015-098,017-007,1
015-098,017-999,2
015-098,019-039,1
015-098,021-114,1
015-098,029-033,2
015-098,999-999,8
015-099,001-001,1
015-099,004-002,1
015-099,005-025,1
015-099,008-037,2
015-099,009-002,9
015-099,009-003,13
015-099,009-004,8
015-099,009-005,23
015-099,009-006,7
015-099,009-007,43
015-099,009-008,1
015-099,009-010,3
015-099,009-011,2
015-099,009-012,4
015-099,009-013,4
015-099,009-014,26
015-099,009-015,30
015-099,009-016,20
015-099,009-017,13
015-099,009-999,581
015-099,011-007,1
015-099,011-015,1
015-099,011-020,1
015-099,011-027,1
