origin_id,destine_id,weight
001-001,001-001,15562
001-001,001-002,4
001-001,001-005,47
001-001,001-006,6
001-001,001-007,4
001-001,001-008,1
001-001,001-010,14
001-001,001-011,1
001-001,001-999,2
001-001,009-002,1
001-001,009-005,1
001-001,009-012,1
001-001,009-014,1
001-001,009-015,1
001-001,009-999,5
001-001,011-015,3
001-001,011-017,3
001-001,011-020,3
001-001,011-037,1
001-001,014-035,3
001-001,014-039,8
001-001,014-053,3
001-001,014-091,3
001-001,014-093,2
001-001,014-120,1
001-001,014-999,2
001-001,015-106,2
001-001,015-121,1
001-001,015-999,3
001-001,018-017,1
001-001,019-039,1
001-001,020-067,1
001-001,022-014,1
001-001,024-028,2
001-001,026-999,1
001-001,030-087,3
001-001,032-010,1
001-001,032-017,1
001-001,032-052,3
001-001,032-056,7
001-001,999-999,397
001-002,001-001,119
001-002,001-002,3884
001-002,001-006,26
001-002,001-007,31
001-002,001-009,4
001-002,001-010,42
001-002,001-011,1
001-002,001-999,5
001-002,010-005,1
001-002,015-099,1
001-002,032-010,1
001-002,032-017,2
001-002,032-024,73
001-002,032-052,11
001-002,032-056,11
001-002,032-999,1
001-002,999-999,204
001-003,001-001,73
001-003,001-003,3516
001-003,001-005,2
001-003,001-010,1
001-003,001-999,2
001-003,009-999,1
001-003,014-039,1
001-003,014-120,1
001-003,032-019,2
001-003,032-034,1
001-003,032-049,1
001-003,032-056,2
001-003,999-999,120
001-004,001-001,95
001-004,001-004,2429
001-004,001-006,6
001-004,001-007,134
001-004,001-009,8
001-004,001-010,2
001-004,001-011,1
001-004,001-999,4
001-004,010-013,1
001-004,015-999,1
001-004,032-013,1
001-004,032-017,3
001-004,032-024,2
001-004,032-025,3
001-004,032-036,1
001-004,032-056,12
001-004,999-999,46
001-005,001-001,1065
001-005,001-003,6
001-005,001-004,1
001-005,001-005,4016
001-005,001-006,5
001-005,001-007,17
001-005,001-010,1
001-005,001-011,34
001-005,001-999,4
001-005,009-999,2
001-005,011-999,1
001-005,014-015,1
001-005,014-035,1
001-005,032-034,1
001-005,999-999,118
001-006,001-001,249
001-006,001-005,14
001-006,001-006,3971
001-006,001-007,127
001-006,001-008,10
001-006,001-009,4
001-006,001-011,197
001-006,001-999,1
001-006,014-039,1
001-006,014-093,1
001-006,015-999,1
001-006,018-017,1
001-006,029-033,1
001-006,032-024,1
001-006,032-036,1
001-006,032-056,10
001-006,999-999,30
001-007,001-001,149
001-007,001-004,14
001-007,001-005,3
001-007,001-006,58
001-007,001-007,4581
001-007,001-008,27
001-007,001-009,32
001-007,001-011,4
001-007,001-999,1
001-007,011-020,3
001-007,014-039,3
001-007,018-017,1
001-007,032-024,1
001-007,032-025,1
001-007,032-036,1
001-007,032-056,5
001-007,999-999,140
001-008,001-001,94
001-008,001-006,46
001-008,001-007,42
001-008,001-008,1710
001-008,001-011,9
001-008,011-015,1
001-008,016-102,1
001-008,032-025,1
001-008,032-056,16
001-008,999-999,54
001-009,001-001,60
001-009,001-002,16
001-009,001-004,2
001-009,001-005,1
001-009,001-006,50
001-009,001-007,153
001-009,001-009,2771
001-009,001-011,4
001-009,001-999,1
001-009,011-020,1
001-009,032-024,1
001-009,032-056,5
001-009,032-999,2
001-009,999-999,70
001-010,001-001,109
001-010,001-002,12
001-010,001-003,1
001-010,001-006,1
001-010,001-009,1
001-010,001-010,2782
001-010,001-999,2
001-010,013-048,1
001-010,014-053,2
001-010,024-025,1
001-010,032-056,1
001-010,999-999,77
001-011,001-001,462
001-011,001-002,8
001-011,001-003,1
001-011,001-004,1
001-011,001-005,115
001-011,001-006,47
001-011,001-007,43
001-011,001-008,4
001-011,001-009,1
001-011,001-010,1
001-011,001-011,3613
001-011,001-999,7
001-011,009-005,1
001-011,021-114,1
001-011,032-056,2
001-011,999-999,50
002-001,002-001,7659
002-001,002-002,10
002-001,002-003,1
002-001,002-004,2
002-001,002-005,2
002-001,002-999,1
002-001,004-002,1
002-001,005-030,1
002-001,009-999,1
002-001,014-039,1
002-001,014-120,1
002-001,021-114,1
002-001,025-006,1
002-001,025-017,1
002-001,030-118,1
002-001,999-999,328
002-002,002-001,7
002-002,002-002,13113
002-002,002-004,2
002-002,002-005,1
002-002,002-999,3
002-002,008-019,1
002-002,009-999,3
002-002,014-039,1
002-002,026-055,12
002-002,999-999,513
002-003,002-001,2
002-003,002-002,7
002-003,002-003,4771
002-003,002-004,166
002-003,002-005,2
002-003,002-999,2
002-003,999-999,88
002-004,002-001,11
002-004,002-002,2
002-004,002-003,11
002-004,002-004,23112
002-004,002-005,62
002-004,002-999,3
002-004,009-999,3
002-004,014-039,1
002-004,016-021,1
002-004,021-114,1
002-004,025-006,1
002-004,999-999,821
002-005,002-001,7
002-005,002-002,3
002-005,002-003,5
002-005,002-004,273
002-005,002-005,3610
002-005,002-999,2
002-005,015-099,1
002-005,026-999,1
002-005,999-999,200
003-001,002-001,2
003-001,002-002,1
003-001,003-001,3267
003-001,003-003,25
003-001,003-008,1
003-001,003-009,5
003-001,003-999,3
003-001,014-039,1
003-001,015-999,3
003-001,025-006,2
003-001,026-999,1
003-001,999-999,124
003-002,002-001,18
003-002,002-002,1
003-002,002-004,1
003-002,003-002,2406
003-002,003-003,2
003-002,003-009,2
003-002,003-999,9
003-002,025-017,1
003-002,026-042,1
003-002,999-999,440
003-003,002-001,1
003-003,002-002,1
003-003,003-001,4
003-003,003-003,6053
003-003,003-008,6
003-003,009-999,5
003-003,014-999,1
003-003,019-039,1
003-003,019-046,1
003-003,999-999,209
003-008,002-004,1
003-008,003-003,17
003-008,003-008,6806
003-008,003-999,3
003-008,006-002,1
003-008,008-019,1
003-008,009-999,1
003-008,011-015,1
003-008,014-039,6
003-008,014-120,2
003-008,015-057,1
003-008,015-999,1
003-008,025-001,1
003-008,025-012,1
003-008,030-193,1
003-008,999-999,494
003-009,002-004,1
003-009,002-999,1
003-009,003-001,17
003-009,003-003,10
003-009,003-008,1
003-009,003-009,2046
003-009,018-999,1
003-009,999-999,140
004-001,004-001,3742
004-001,004-002,74
004-001,004-003,6
004-001,004-004,1
004-001,004-005,26
004-001,004-006,4
004-001,004-008,1
004-001,004-009,5
004-001,004-011,1
004-001,004-999,4
004-001,031-033,6
004-001,031-048,21
004-001,031-050,63
004-001,031-056,1
004-001,031-079,1
004-001,031-089,1
004-001,031-101,1
004-001,031-102,4
004-001,031-999,15
004-001,999-999,99
004-002,004-001,4
004-002,004-002,5633
004-002,004-003,7
004-002,004-004,4
004-002,004-005,2
004-002,004-006,11
004-002,004-008,1
004-002,004-009,1
004-002,004-999,2
004-002,009-999,1
004-002,015-999,2
004-002,019-038,1
004-002,020-067,1
004-002,020-482,1
004-002,022-014,1
004-002,031-048,1
004-002,031-050,12
004-002,031-102,1
004-002,031-999,1
004-002,999-999,95
004-003,004-001,3
004-003,004-002,10
004-003,004-003,5689
004-003,004-004,4
004-003,004-007,6
004-003,004-009,6
004-003,004-011,2
004-003,007-999,1
004-003,009-003,1
004-003,009-012,1
004-003,009-999,6
004-003,015-058,1
004-003,015-999,5
004-003,021-114,6
004-003,026-999,1
004-003,027-001,3
004-003,027-003,13
004-003,027-004,3
004-003,027-011,1
004-003,027-999,7
004-003,030-131,1
004-003,030-193,4
004-003,031-050,9
004-003,031-999,2
004-003,999-999,213
004-004,004-001,1
004-004,004-002,176
004-004,004-003,16
004-004,004-004,4761
004-004,004-006,2
004-004,004-009,14
004-004,004-011,1
004-004,004-999,7
004-004,023-004,1
004-004,031-050,5
004-004,031-102,3
004-004,031-999,2
004-004,999-999,121
004-005,004-001,79
004-005,004-002,136
004-005,004-003,13
004-005,004-004,1
004-005,004-005,2974
004-005,004-006,2
004-005,004-008,8
004-005,004-009,2
004-005,004-999,1
004-005,005-030,2
004-005,015-999,1
004-005,023-008,1
004-005,027-004,1
004-005,027-999,1
004-005,031-048,3
004-005,031-050,30
004-005,031-102,1
004-005,031-999,1
004-005,999-999,92
004-006,004-001,3
004-006,004-002,84
004-006,004-004,1
004-006,004-005,1
004-006,004-006,3249
004-006,004-010,3
004-006,004-011,1
004-006,015-999,1
004-006,023-005,1
004-006,031-050,5
004-006,031-079,2
004-006,031-085,1
004-006,031-089,1
004-006,999-999,169
004-007,004-002,6
004-007,004-003,22
004-007,004-007,1561
004-007,004-009,1
004-007,004-999,1
004-007,007-065,18
004-007,007-999,1
004-007,027-003,2
004-007,027-004,2
004-007,027-007,5
004-007,027-011,26
004-007,027-017,1
004-007,027-999,8
004-007,999-999,60
004-008,004-001,20
004-008,004-002,127
004-008,004-003,1
004-008,004-004,1
004-008,004-005,31
004-008,004-006,4
004-008,004-008,1651
004-008,004-999,1
004-008,030-193,1
004-008,031-048,1
004-008,031-050,5
004-008,031-102,1
004-008,999-999,38
004-009,002-999,1
004-009,004-001,1
004-009,004-002,45
004-009,004-003,18
004-009,004-004,13
004-009,004-009,5509
004-009,004-010,1
004-009,004-011,7
004-009,004-999,3
004-009,009-999,1
004-009,016-053,1
004-009,021-114,1
004-009,023-004,1
004-009,023-005,1
004-009,027-001,2
004-009,027-002,1
004-009,027-999,1
004-009,031-050,7
004-009,031-999,2
004-009,999-999,122
004-010,004-002,7
004-010,004-003,4
004-010,004-006,1
004-010,004-009,15
004-010,004-010,3815
004-010,004-011,3
004-010,004-999,1
004-010,014-120,1
004-010,023-002,1
004-010,023-004,163
004-010,023-010,2
004-010,023-999,13
004-010,027-017,1
004-010,027-999,2
004-010,031-050,2
004-010,031-079,2
004-010,999-999,158
004-011,004-001,2
004-011,004-002,9
004-011,004-003,3
004-011,004-004,3
004-011,004-009,30
004-011,004-011,3972
004-011,004-999,1
004-011,007-999,1
004-011,027-001,8
004-011,027-017,1
004-011,030-193,1
004-011,031-050,6
004-011,999-999,125
005-001,005-001,173
005-001,005-008,4
005-001,005-018,18
005-001,005-030,2
005-001,005-031,18
005-001,999-999,22
005-002,005-002,3768
005-002,005-014,21
005-002,005-017,1
005-002,005-020,3
005-002,005-025,8
005-002,005-028,1
005-002,005-030,2
005-002,005-035,1
005-002,006-002,1
005-002,010-007,1
005-002,019-039,1
005-002,019-999,1
005-002,999-999,294
005-003,005-003,1943
005-003,005-018,1
005-003,005-019,19
005-003,005-022,16
005-003,005-025,67
005-003,005-028,12
005-003,005-030,10
005-003,005-032,7
005-003,005-036,19
005-003,005-037,37
005-003,005-038,9
005-003,005-999,1
005-003,014-039,1
005-003,019-039,2
005-003,019-999,1
005-003,999-999,122
005-004,005-004,1993
005-004,005-025,1
005-004,005-027,19
005-004,005-030,267
005-004,005-999,2
005-004,019-039,2
005-004,019-999,1
005-004,999-999,64
005-005,005-005,387
005-005,005-018,20
005-005,019-039,4
005-005,999-999,8
005-006,005-006,2192
005-006,005-010,2
005-006,005-018,259
005-006,005-027,1
005-006,005-030,11
005-006,005-032,2
005-006,005-999,1
005-006,009-999,1
005-006,019-039,1
005-006,019-046,1
005-006,999-999,134
005-007,005-006,2
005-007,005-007,1633
005-007,005-009,1
005-007,005-010,2
005-007,005-018,54
005-007,005-021,1
005-007,005-023,4
005-007,005-025,1
005-007,005-030,17
005-007,005-031,5
005-007,005-033,2
005-007,005-035,2
005-007,009-999,1
005-007,010-007,2
005-007,019-039,2
005-007,999-999,161
005-008,005-001,31
005-008,005-008,627
005-008,005-010,2
005-008,005-018,23
005-008,005-026,10
005-008,005-031,8
005-008,999-999,28
005-009,005-009,2948
005-009,005-017,23
005-009,005-024,1
005-009,005-030,2
005-009,005-033,53
005-009,005-035,213
005-009,005-036,1
005-009,005-999,4
005-009,008-019,1
005-009,009-999,1
005-009,010-005,13
005-009,010-007,82
005-009,010-012,9
005-009,010-013,1
005-009,010-999,1
005-009,032-056,1
005-009,999-999,192
005-010,005-006,7
005-010,005-010,3303
005-010,005-018,686
005-010,005-023,1
005-010,005-030,10
005-010,005-031,6
005-010,005-999,7
005-010,019-039,6
005-010,019-999,1
005-010,999-999,160
005-011,005-011,1612
005-011,005-024,4
005-011,005-027,1
005-011,005-030,56
005-011,015-999,1
005-011,999-999,34
005-012,005-012,365
005-012,005-022,7
005-012,005-025,17
005-012,005-037,15
005-012,005-999,1
005-012,999-999,23
005-013,005-013,455
005-013,005-022,3
005-013,005-032,1
005-013,019-005,1
005-013,019-039,1
005-013,028-027,7
005-013,028-999,2
005-013,999-999,12
005-014,005-002,43
005-014,005-003,1
005-014,005-009,1
005-014,005-014,1127
005-014,005-020,2
005-014,005-025,5
005-014,005-038,1
005-014,005-999,17
005-014,999-999,155
005-015,005-015,363
005-015,005-018,3
005-015,005-028,13
005-015,005-030,1
005-015,019-039,1
005-015,019-999,2
005-015,999-999,11
005-016,005-016,382
005-016,005-018,20
005-016,005-029,1
005-016,005-030,1
005-016,005-031,2
005-016,005-999,1
005-016,015-999,1
005-016,999-999,28
005-017,005-009,13
005-017,005-017,3845
005-017,005-035,476
005-017,005-036,30
005-017,005-999,9
005-017,010-005,3
005-017,010-007,56
005-017,010-012,2
005-017,028-999,1
005-017,032-056,1
005-017,999-999,128
005-018,005-006,8
005-018,005-010,20
005-018,005-018,4842
005-018,005-025,1
005-018,005-030,2
005-018,005-031,1
005-018,005-999,2
005-018,009-999,1
005-018,019-039,3
005-018,028-032,1
005-018,999-999,206
005-019,005-003,31
005-019,005-019,1173
005-019,005-022,20
005-019,005-025,34
005-019,005-028,2
005-019,005-030,2
005-019,005-032,2
005-019,005-036,10
005-019,005-038,10
005-019,005-999,1
005-019,009-999,1
005-019,019-039,3
005-019,999-999,46
005-020,005-002,1
005-020,005-003,1
005-020,005-018,11
005-020,005-020,2832
005-020,005-025,11
005-020,005-026,10
005-020,005-028,90
005-020,005-030,11
005-020,005-032,79
005-020,005-035,2
005-020,005-999,2
005-020,019-039,7
005-020,999-999,317
005-021,005-001,1
005-021,005-007,1
005-021,005-010,4
005-021,005-018,83
005-021,005-021,969
005-021,005-031,117
005-021,005-032,1
005-021,005-999,2
005-021,010-007,1
005-021,019-039,1
005-021,999-999,45
005-022,005-003,46
005-022,005-012,1
005-022,005-019,3
005-022,005-022,2275
005-022,005-025,101
005-022,005-028,4
005-022,005-030,3
005-022,005-032,4
005-022,005-036,3
005-022,005-037,4
005-022,005-038,9
005-022,005-999,1
005-022,019-039,1
005-022,028-027,1
005-022,999-999,205
005-023,005-007,3
005-023,005-008,1
005-023,005-009,1
005-023,005-018,12
005-023,005-020,2
005-023,005-023,1544
005-023,005-030,4
005-023,005-031,1
005-023,005-034,2
005-023,005-035,1
005-023,010-007,1
005-023,019-039,2
005-023,019-999,3
005-023,999-999,70
005-024,005-011,3
005-024,005-024,2703
005-024,005-030,39
005-024,005-035,11
005-024,009-999,1
005-024,019-039,7
005-024,019-046,1
005-024,019-999,1
005-024,032-056,1
005-024,999-999,252
005-025,005-003,1
005-025,005-014,13
005-025,005-018,1
005-025,005-022,44
005-025,005-025,3819
005-025,005-028,1
005-025,005-030,3
005-025,005-032,3
005-025,005-036,1
005-025,005-037,1
005-025,005-999,7
005-025,009-003,1
005-025,999-999,367
005-026,005-003,1
005-026,005-008,15
005-026,005-015,10
005-026,005-018,14
005-026,005-020,18
005-026,005-026,707
005-026,005-028,19
005-026,005-030,1
005-026,005-032,7
005-026,009-999,1
005-026,019-039,1
005-026,028-027,1
005-026,999-999,44
005-027,005-004,16
005-027,005-006,2
005-027,005-011,4
005-027,005-027,3306
005-027,005-030,540
005-027,005-999,1
005-027,019-039,21
005-027,019-999,1
005-027,999-999,114
005-028,005-018,6
005-028,005-020,4
005-028,005-025,9
005-028,005-028,2735
005-028,005-030,10
005-028,005-032,35
005-028,005-035,2
005-028,005-038,1
005-028,005-999,2
005-028,009-999,1
005-028,010-007,1
005-028,019-039,7
005-028,019-048,1
005-028,019-999,2
005-028,999-999,312
005-029,005-007,2
005-029,005-010,6
005-029,005-016,1
005-029,005-018,28
005-029,005-021,6
005-029,005-025,1
005-029,005-029,509
005-029,005-030,1
005-029,005-031,19
005-029,005-999,5
005-029,010-007,2
005-029,999-999,24
005-030,005-004,60
005-030,005-011,16
005-030,005-018,1
005-030,005-024,2
005-030,005-025,1
005-030,005-027,87
005-030,005-030,12918
005-030,005-032,1
005-030,005-035,2
005-030,005-999,4
005-030,009-005,1
005-030,009-999,5
005-030,010-012,1
005-030,014-039,1
005-030,015-999,3
005-030,019-021,1
005-030,019-039,28
005-030,019-048,2
005-030,019-999,9
005-030,020-067,1
005-030,021-020,1
005-030,024-028,1
005-030,032-007,1
005-030,032-027,2
005-030,999-999,649
005-031,005-008,1
005-031,005-010,8
005-031,005-014,1
005-031,005-018,211
005-031,005-021,43
005-031,005-028,1
005-031,005-030,19
005-031,005-031,1763
005-031,005-035,1
005-031,005-037,1
005-031,005-999,8
005-031,019-039,5
005-031,019-046,1
005-031,999-999,176
005-032,005-003,1
005-032,005-008,1
005-032,005-018,6
005-032,005-020,13
005-032,005-025,8
005-032,005-028,135
005-032,005-030,2
005-032,005-032,2260
005-032,005-035,1
005-032,005-999,3
005-032,019-999,3
005-032,999-999,244
005-033,005-009,48
005-033,005-024,5
005-033,005-025,1
005-033,005-027,1
005-033,005-030,4
005-033,005-033,3876
005-033,005-035,152
005-033,010-005,2
005-033,010-007,18
005-033,010-012,2
005-033,019-039,1
005-033,019-999,1
005-033,999-999,172
005-034,005-007,1
005-034,005-023,34
005-034,005-034,1184
005-034,005-035,3
005-034,008-011,7
005-034,008-019,6
005-034,008-032,1
005-034,999-999,35
005-035,005-009,3
005-035,005-017,88
005-035,005-018,1
005-035,005-030,5
005-035,005-033,3
005-035,005-035,11367
005-035,005-999,5
005-035,008-019,1
005-035,009-016,1
005-035,009-999,10
005-035,010-005,16
005-035,010-006,1
005-035,010-007,139
005-035,010-012,33
005-035,010-013,2
005-035,010-036,1
005-035,014-039,1
005-035,015-104,1
005-035,015-106,1
005-035,015-999,2
005-035,019-039,5
005-035,032-056,1
005-035,999-999,947
005-036,005-003,1
005-036,005-017,88
005-036,005-035,93
005-036,005-036,2382
005-036,005-999,12
005-036,008-034,1
005-036,010-005,6
005-036,010-006,2
005-036,010-007,4
005-036,010-012,28
005-036,010-013,1
005-036,010-027,1
005-036,010-999,1
005-036,032-056,1
005-036,999-999,57
005-037,005-003,23
005-037,005-012,20
005-037,005-019,11
005-037,005-022,9
005-037,005-025,16
005-037,005-028,1
005-037,005-030,3
005-037,005-036,2
005-037,005-037,929
005-037,005-038,1
005-037,005-999,9
005-037,009-999,2
005-037,019-039,1
005-037,019-046,2
005-037,999-999,63
005-038,005-002,1
005-038,005-003,17
005-038,005-018,1
005-038,005-019,19
005-038,005-022,11
005-038,005-025,21
005-038,005-028,3
005-038,005-030,5
005-038,005-032,4
005-038,005-035,1
005-038,005-036,3
005-038,005-038,1591
005-038,005-999,2
005-038,019-039,2
005-038,019-046,1
005-038,019-999,1
005-038,999-999,98
006-001,006-001,2391
006-001,006-002,54
006-001,006-003,2
006-001,006-004,5
006-001,006-005,1
006-001,006-007,27
006-001,006-009,128
006-001,006-010,2
006-001,006-999,1
006-001,014-039,1
006-001,999-999,89
006-002,006-002,4184
006-002,006-003,19
006-002,006-004,31
006-002,006-005,23
006-002,006-007,11
006-002,006-009,8
006-002,006-010,134
006-002,006-999,2
006-002,009-999,4
006-002,014-023,3
006-002,014-039,22
006-002,014-067,1
006-002,014-120,3
006-002,014-999,2
006-002,016-014,1
006-002,019-039,1
006-002,021-114,1
006-002,024-028,1
006-002,999-999,130
006-003,006-002,307
006-003,006-003,2150
006-003,006-004,25
006-003,006-005,15
006-003,006-006,1
006-003,006-007,2
006-003,006-009,4
006-003,006-010,93
006-003,006-999,5
006-003,014-023,2
006-003,014-039,2
006-003,014-098,1
006-003,014-120,5
006-003,014-122,1
006-003,014-999,1
006-003,016-014,2
006-003,019-019,1
006-003,999-999,54
006-004,006-002,243
006-004,006-003,13
006-004,006-004,1902
006-004,006-005,18
006-004,006-007,2
006-004,006-009,6
006-004,006-010,40
006-004,006-999,4
006-004,014-039,1
006-004,014-120,1
006-004,999-999,140
006-005,006-002,436
006-005,006-003,9
006-005,006-004,23
006-005,006-005,2313
006-005,006-007,3
006-005,006-009,8
006-005,006-010,35
006-005,006-999,1
006-005,014-023,5
006-005,014-039,2
006-005,014-093,1
006-005,014-103,37
006-005,014-120,1
006-005,014-999,1
006-005,030-044,1
006-005,999-999,119
006-006,006-002,87
006-006,006-003,2
006-006,006-006,897
006-006,006-009,7
006-006,006-999,2
006-006,014-039,1
006-006,016-014,1
006-006,999-999,57
006-007,006-002,21
006-007,006-004,2
006-007,006-007,5077
006-007,006-009,6
006-007,006-999,6
006-007,009-003,1
006-007,014-022,8
006-007,014-023,2
006-007,014-039,5
006-007,014-043,1
006-007,014-999,3
006-007,015-104,1
006-007,015-999,1
006-007,019-039,1
006-007,021-114,1
006-007,999-999,182
006-008,006-002,52
006-008,006-003,3
006-008,006-004,4
006-008,006-007,15
006-008,006-008,1426
006-008,006-010,7
006-008,014-108,1
006-008,024-028,1
006-008,032-056,1
006-008,999-999,46
006-009,005-030,1
006-009,006-001,2
006-009,006-002,71
006-009,006-003,1
006-009,006-004,9
006-009,006-007,10
006-009,006-008,1
006-009,006-009,4214
006-009,006-010,6
006-009,006-999,1
006-009,014-023,2
006-009,014-097,1
006-009,014-999,2
006-009,016-014,1
006-009,016-999,2
006-009,018-017,1
006-009,999-999,272
006-010,006-002,1180
006-010,006-003,53
006-010,006-004,65
006-010,006-005,55
006-010,006-006,2
006-010,006-007,7
006-010,006-008,1
006-010,006-009,8
006-010,006-010,2899
006-010,006-999,18
006-010,009-010,1
006-010,009-015,1
006-010,009-016,1
006-010,009-999,1
006-010,014-023,9
006-010,014-039,9
006-010,014-120,2
006-010,014-999,3
006-010,015-106,2
006-010,015-999,1
006-010,016-053,2
006-010,016-076,1
006-010,017-007,1
006-010,019-039,1
006-010,021-114,1
006-010,999-999,121
007-001,007-001,2506
007-001,007-003,46
007-001,007-009,1
007-001,007-032,36
007-001,007-035,1
007-001,007-037,3
007-001,007-040,1
007-001,007-051,3
007-001,007-057,1
007-001,007-059,1
007-001,007-071,2
007-001,007-089,48
007-001,007-097,5
007-001,007-101,1
007-001,007-102,2
007-001,007-999,5
007-001,030-145,4
007-001,999-999,152
007-002,007-002,2958
007-002,007-009,8
007-002,007-019,1
007-002,007-027,12
007-002,007-028,1
007-002,007-061,1
007-002,007-078,2
007-002,007-086,2
007-002,007-089,2
007-002,007-101,157
007-002,007-106,6
007-002,007-108,1
007-002,007-111,1
007-002,007-999,1
007-002,999-999,268
007-003,007-001,13
007-003,007-003,3001
007-003,007-032,42
007-003,007-037,6
007-003,007-040,8
007-003,007-051,7
007-003,007-054,2
007-003,007-069,1
007-003,007-071,4
007-003,007-089,60
007-003,007-101,5
007-003,007-999,3
007-003,020-525,1
007-003,999-999,246
007-004,007-004,7874
007-004,007-019,34
007-004,007-031,3
007-004,007-052,2
007-004,007-059,49
007-004,007-061,9
007-004,007-078,10
007-004,007-101,16
007-004,007-109,1
007-004,015-999,1
007-004,025-006,1
007-004,999-999,771
007-005,007-005,2806
007-005,007-039,2
007-005,007-041,1
007-005,007-045,10
007-005,007-047,1
007-005,007-068,14
007-005,007-076,3
007-005,007-081,1
007-005,007-101,6
007-005,007-999,4
007-005,023-999,1
007-005,027-004,2
007-005,027-005,1
007-005,027-015,21
007-005,027-016,6
007-005,027-999,1
007-005,999-999,52
007-006,007-006,4124
007-006,007-010,22
007-006,007-011,7
007-006,007-019,37
007-006,007-030,1
007-006,007-034,110
007-006,007-037,1
007-006,007-057,26
007-006,007-059,3
007-006,007-078,2
007-006,007-089,6
007-006,007-101,3
007-006,007-999,6
007-006,013-050,19
007-006,016-999,1
007-006,023-008,1
007-006,999-999,319
007-007,007-007,2353
007-007,007-019,33
007-007,007-052,1
007-007,007-059,2
007-007,007-078,22
007-007,007-094,60
007-007,007-101,6
007-007,007-106,1
007-007,007-999,1
007-007,012-066,1
007-007,015-099,1
007-007,015-999,1
007-007,999-999,226
007-008,005-030,1
007-008,005-035,1
007-008,007-008,3269
007-008,007-017,2
007-008,007-019,1
007-008,007-020,1
007-008,007-059,1
007-008,007-078,2
007-008,007-101,25
007-008,007-107,3
007-008,007-108,3
007-008,007-999,1
007-008,999-999,262
007-009,007-003,1
007-009,007-009,2578
007-009,007-017,4
007-009,007-046,1
007-009,007-068,1
007-009,007-069,1
007-009,007-089,1
007-009,007-097,37
007-009,007-101,30
007-009,007-999,3
007-009,020-025,1
007-009,020-515,1
007-009,999-999,228
007-010,007-006,21
007-010,007-007,8
007-010,007-010,1655
007-010,007-019,3
007-010,007-034,8
007-010,007-036,2
007-010,007-057,9
007-010,007-059,1
007-010,007-070,6
007-010,007-078,1
007-010,007-999,8
007-010,999-999,64
007-011,005-030,2
007-011,007-006,28
007-011,007-009,6
007-011,007-010,1
007-011,007-011,2991
007-011,007-019,9
007-011,007-030,1
007-011,007-034,51
007-011,007-036,3
007-011,007-057,1
007-011,007-059,3
007-011,007-065,1
007-011,007-078,4
007-011,007-080,3
007-011,007-089,1
007-011,007-097,1
007-011,007-101,8
007-011,007-106,2
007-011,007-999,1
007-011,021-114,1
007-011,021-999,1
007-011,999-999,174
007-012,007-012,3402
007-012,007-017,2
007-012,007-052,1
007-012,007-059,1
007-012,007-061,9
007-012,007-086,1
007-012,007-101,492
007-012,007-106,1
007-012,007-108,1
007-012,007-999,3
007-012,009-999,1
007-012,015-999,1
007-012,021-114,1
007-012,030-039,1
007-012,031-050,1
007-012,999-999,139
007-013,007-013,4759
007-013,007-023,1
007-013,007-027,4
007-013,007-047,17
007-013,007-049,7
007-013,007-068,1
007-013,007-072,2
007-013,007-073,1
007-013,007-078,12
007-013,007-085,8
007-013,007-086,1
007-013,007-097,1
007-013,007-101,120
007-013,007-106,1
007-013,007-108,1
007-013,007-111,1
007-013,007-999,1
007-013,015-099,1
007-013,015-999,1
007-013,017-007,1
007-013,027-999,1
007-013,999-999,229
007-014,005-030,1
007-014,007-004,1
007-014,007-013,101
007-014,007-014,6719
007-014,007-047,21
007-014,007-049,3
007-014,007-059,4
007-014,007-073,5
007-014,007-078,12
007-014,007-081,5
007-014,007-101,40
007-014,007-111,4
007-014,007-119,1
007-014,007-999,1
007-014,009-999,1
007-014,014-039,2
007-014,015-999,1
007-014,021-155,1
007-014,027-004,1
007-014,027-016,2
007-014,027-999,2
007-014,999-999,439
007-015,007-015,4126
007-015,007-019,1
007-015,007-035,1
007-015,007-037,7
007-015,007-057,1
007-015,007-059,1
007-015,007-078,2
007-015,007-087,1
007-015,007-089,302
007-015,007-101,1
007-015,007-102,70
007-015,007-105,2
007-015,007-999,4
007-015,009-012,1
007-015,999-999,147
007-016,004-002,1
007-016,007-009,1
007-016,007-016,1721
007-016,007-065,43
007-016,007-068,1
007-016,007-077,1
007-016,007-101,1
007-016,027-001,12
007-016,027-004,3
007-016,027-007,14
007-016,027-008,1
007-016,027-011,70
007-016,027-012,1
007-016,027-999,10
007-016,031-999,1
007-016,999-999,152
007-017,007-009,4
007-017,007-017,4013
007-017,007-019,1
007-017,007-027,1
007-017,007-046,23
007-017,007-059,2
007-017,007-061,1
007-017,007-064,1
007-017,007-068,1
007-017,007-078,6
007-017,007-086,1
007-017,007-097,3
007-017,007-101,147
007-017,007-108,1
007-017,007-999,5
007-017,020-184,1
007-017,030-193,1
007-017,999-999,171
007-018,007-013,1
007-018,007-018,1646
007-018,007-021,5
007-018,007-060,1
007-018,007-067,3
007-018,007-072,1
007-018,007-073,2
007-018,007-078,1
007-018,007-091,1
007-018,007-092,2
007-018,007-101,27
007-018,999-999,127
007-019,007-005,1
007-019,007-019,4624
007-019,007-030,1
007-019,007-041,4
007-019,007-052,10
007-019,007-078,8
007-019,007-083,1
007-019,007-086,1
007-019,007-099,17
